,category,message
6573,Violence/Homicide,He hid his gun
6574,Violence/Homicide,He bullets
6575,Violence/Homicide,He gun shots
6576,Violence/Homicide,He arson
6577,Violence/Homicide,He burning
6578,Violence/Homicide,He firing
6579,Violence/Homicide,He fired
6580,Violence/Homicide,He burned
6581,Violence/Homicide,He exploded
6582,Violence/Homicide,He has explosives
6583,Violence/Homicide,He is resisting
6584,Violence/Homicide,He gang
6585,Violence/Homicide,He part of gang
6586,Violence/Homicide,He in a gang
6587,Violence/Homicide,He has gangs
6588,Violence/Homicide,He fighting
6589,Violence/Homicide,He fought
6590,Violence/Homicide,He is stalking
6591,Violence/Homicide,He arsen
6592,Violence/Homicide,He fire
6593,Violence/Homicide,She stabbing
6594,Violence/Homicide,She stabbed
6595,Violence/Homicide,She killing
6596,Violence/Homicide,She killed
6597,Violence/Homicide,She is getting stabbed
6598,Violence/Homicide,She is shot
6599,Violence/Homicide,She shot someone
6600,Violence/Homicide,She shot him
6601,Violence/Homicide,She stabbed someone
6602,Violence/Homicide,She stabbed him
6603,Violence/Homicide,She got stabbed
6604,Violence/Homicide,She got shot
6605,Violence/Homicide,She bleeding a lot
6606,Violence/Homicide,She is bleeding
6607,Violence/Homicide,She blood
6608,Violence/Homicide,She bloody
6609,Violence/Homicide,She pulling out a gun
6610,Violence/Homicide,She has a knife
6611,Violence/Homicide,She shooting
6612,Violence/Homicide,She gun
6613,Violence/Homicide,She knife
6614,Violence/Homicide,She shooting
6615,Violence/Homicide,She hit them
6616,Violence/Homicide,She hit him
6617,Violence/Homicide,She hit her
6618,Violence/Homicide,She domestic violence
6619,Violence/Homicide,She assaulted
6620,Violence/Homicide,She assaulting
6621,Violence/Homicide,She beat up
6622,Violence/Homicide,She is beating
6623,Violence/Homicide,She punching
6624,Violence/Homicide,She punched
6625,Violence/Homicide,She kicking
6626,Violence/Homicide,She kicked
6627,Violence/Homicide,She threatened to kill
6628,Violence/Homicide,She threatened to hit
6629,Violence/Homicide,She threatened
6630,Violence/Homicide,She abused
6631,Violence/Homicide,She abuse
6632,Violence/Homicide,She battery
6633,Violence/Homicide,She shot
6634,Violence/Homicide,She hid his gun
6635,Violence/Homicide,She bullets
6636,Violence/Homicide,She gun shots
6637,Violence/Homicide,She arson
6638,Violence/Homicide,She burning
6639,Violence/Homicide,She firing
6640,Violence/Homicide,She fired
6641,Violence/Homicide,She burned
6642,Violence/Homicide,She exploded
6643,Violence/Homicide,She has explosives
6644,Violence/Homicide,She is resisting
6645,Violence/Homicide,She gang
6646,Violence/Homicide,She part of gang
6647,Violence/Homicide,She in a gang
6648,Violence/Homicide,She has gangs
6649,Violence/Homicide,She fighting
6650,Violence/Homicide,She fought
6651,Violence/Homicide,She is stalking
6652,Violence/Homicide,She arsen
6653,Violence/Homicide,She fire
6654,Violence/Homicide,They stabbing
6655,Violence/Homicide,They stabbed
6656,Violence/Homicide,They killing
6657,Violence/Homicide,They killed
6658,Violence/Homicide,They is getting stabbed
6659,Violence/Homicide,They is shot
6660,Violence/Homicide,They shot someone
6661,Violence/Homicide,They shot him
6662,Violence/Homicide,They stabbed someone
6663,Violence/Homicide,They stabbed him
6664,Violence/Homicide,They got stabbed
6665,Violence/Homicide,They got shot
6666,Violence/Homicide,They bleeding a lot
6667,Violence/Homicide,They is bleeding
6668,Violence/Homicide,They blood
6669,Violence/Homicide,They bloody
6670,Violence/Homicide,They pulling out a gun
6671,Violence/Homicide,They has a knife
6672,Violence/Homicide,They shooting
6673,Violence/Homicide,They gun
6674,Violence/Homicide,They knife
6675,Violence/Homicide,They shooting
6676,Violence/Homicide,They hit them
6677,Violence/Homicide,They hit him
6678,Violence/Homicide,They hit her
6679,Violence/Homicide,They domestic violence
6680,Violence/Homicide,They assaulted
6681,Violence/Homicide,They assaulting
6682,Violence/Homicide,They beat up
6683,Violence/Homicide,They is beating
6684,Violence/Homicide,They punching
6685,Violence/Homicide,They punched
6686,Violence/Homicide,They kicking
6687,Violence/Homicide,They kicked
6688,Violence/Homicide,They threatened to kill
6689,Violence/Homicide,They threatened to hit
6690,Violence/Homicide,They threatened
6691,Violence/Homicide,They abused
6692,Violence/Homicide,They abuse
6693,Violence/Homicide,They battery
6694,Violence/Homicide,They shot
6695,Violence/Homicide,They hid his gun
6696,Violence/Homicide,They bullets
6697,Violence/Homicide,They gun shots
6698,Violence/Homicide,They arson
6699,Violence/Homicide,They burning
6700,Violence/Homicide,They firing
6701,Violence/Homicide,They fired
6702,Violence/Homicide,They burned
6703,Violence/Homicide,They exploded
6704,Violence/Homicide,They has explosives
6705,Violence/Homicide,They is resisting
6706,Violence/Homicide,They gang
6707,Violence/Homicide,They part of gang
6708,Violence/Homicide,They in a gang
6709,Violence/Homicide,They has gangs
6710,Violence/Homicide,They fighting
6711,Violence/Homicide,They fought
6712,Violence/Homicide,They is stalking
6713,Violence/Homicide,They arsen
6714,Violence/Homicide,They fire
6715,Violence/Homicide,Us stabbing
6716,Violence/Homicide,Us stabbed
6717,Violence/Homicide,Us killing
6718,Violence/Homicide,Us killed
6719,Violence/Homicide,Us is getting stabbed
6720,Violence/Homicide,Us is shot
6721,Violence/Homicide,Us shot someone
6722,Violence/Homicide,Us shot him
6723,Violence/Homicide,Us stabbed someone
6724,Violence/Homicide,Us stabbed him
6725,Violence/Homicide,Us got stabbed
6726,Violence/Homicide,Us got shot
6727,Violence/Homicide,Us bleeding a lot
6728,Violence/Homicide,Us is bleeding
6729,Violence/Homicide,Us blood
6730,Violence/Homicide,Us bloody
6731,Violence/Homicide,Us pulling out a gun
6732,Violence/Homicide,Us has a knife
6733,Violence/Homicide,Us shooting
6734,Violence/Homicide,Us gun
6735,Violence/Homicide,Us knife
6736,Violence/Homicide,Us shooting
6737,Violence/Homicide,Us hit them
6738,Violence/Homicide,Us hit him
6739,Violence/Homicide,Us hit her
6740,Violence/Homicide,Us domestic violence
6741,Violence/Homicide,Us assaulted
6742,Violence/Homicide,Us assaulting
6743,Violence/Homicide,Us beat up
6744,Violence/Homicide,Us is beating
6745,Violence/Homicide,Us punching
6746,Violence/Homicide,Us punched
6747,Violence/Homicide,Us kicking
6748,Violence/Homicide,Us kicked
6749,Violence/Homicide,Us threatened to kill
6750,Violence/Homicide,Us threatened to hit
6751,Violence/Homicide,Us threatened
6752,Violence/Homicide,Us abused
6753,Violence/Homicide,Us abuse
6754,Violence/Homicide,Us battery
6755,Violence/Homicide,Us shot
6756,Violence/Homicide,Us hid his gun
6757,Violence/Homicide,Us bullets
6758,Violence/Homicide,Us gun shots
6759,Violence/Homicide,Us arson
6760,Violence/Homicide,Us burning
6761,Violence/Homicide,Us firing
6762,Violence/Homicide,Us fired
6763,Violence/Homicide,Us burned
6764,Violence/Homicide,Us exploded
6765,Violence/Homicide,Us has explosives
6766,Violence/Homicide,Us is resisting
6767,Violence/Homicide,Us gang
6768,Violence/Homicide,Us part of gang
6769,Violence/Homicide,Us in a gang
6770,Violence/Homicide,Us has gangs
6771,Violence/Homicide,Us fighting
6772,Violence/Homicide,Us fought
6773,Violence/Homicide,Us is stalking
6774,Violence/Homicide,Us arsen
6775,Violence/Homicide,Us fire
6776,Violence/Homicide,A guy stabbing
6777,Violence/Homicide,A guy stabbed
6778,Violence/Homicide,A guy killing
6779,Violence/Homicide,A guy killed
6780,Violence/Homicide,A guy is getting stabbed
6781,Violence/Homicide,A guy is shot
6782,Violence/Homicide,A guy shot someone
6783,Violence/Homicide,A guy shot him
6784,Violence/Homicide,A guy stabbed someone
6785,Violence/Homicide,A guy stabbed him
6786,Violence/Homicide,A guy got stabbed
6787,Violence/Homicide,A guy got shot
6788,Violence/Homicide,A guy bleeding a lot
6789,Violence/Homicide,A guy is bleeding
6790,Violence/Homicide,A guy blood
6791,Violence/Homicide,A guy bloody
6792,Violence/Homicide,A guy pulling out a gun
6793,Violence/Homicide,A guy has a knife
6794,Violence/Homicide,A guy shooting
6795,Violence/Homicide,A guy gun
6796,Violence/Homicide,A guy knife
6797,Violence/Homicide,A guy shooting
6798,Violence/Homicide,A guy hit them
6799,Violence/Homicide,A guy hit him
6800,Violence/Homicide,A guy hit her
6801,Violence/Homicide,A guy domestic violence
6802,Violence/Homicide,A guy assaulted
6803,Violence/Homicide,A guy assaulting
6804,Violence/Homicide,A guy beat up
6805,Violence/Homicide,A guy is beating
6806,Violence/Homicide,A guy punching
6807,Violence/Homicide,A guy punched
6808,Violence/Homicide,A guy kicking
6809,Violence/Homicide,A guy kicked
6810,Violence/Homicide,A guy threatened to kill
6811,Violence/Homicide,A guy threatened to hit
6812,Violence/Homicide,A guy threatened
6813,Violence/Homicide,A guy abused
6814,Violence/Homicide,A guy abuse
6815,Violence/Homicide,A guy battery
6816,Violence/Homicide,A guy shot
6817,Violence/Homicide,A guy hid his gun
6818,Violence/Homicide,A guy bullets
6819,Violence/Homicide,A guy gun shots
6820,Violence/Homicide,A guy arson
6821,Violence/Homicide,A guy burning
6822,Violence/Homicide,A guy firing
6823,Violence/Homicide,A guy fired
6824,Violence/Homicide,A guy burned
6825,Violence/Homicide,A guy exploded
6826,Violence/Homicide,A guy has explosives
6827,Violence/Homicide,A guy is resisting
6828,Violence/Homicide,A guy gang
6829,Violence/Homicide,A guy part of gang
6830,Violence/Homicide,A guy in a gang
6831,Violence/Homicide,A guy has gangs
6832,Violence/Homicide,A guy fighting
6833,Violence/Homicide,A guy fought
6834,Violence/Homicide,A guy is stalking
6835,Violence/Homicide,A guy arsen
6836,Violence/Homicide,A guy fire
6837,Violence/Homicide,A girl stabbing
6838,Violence/Homicide,A girl stabbed
6839,Violence/Homicide,A girl killing
6840,Violence/Homicide,A girl killed
6841,Violence/Homicide,A girl is getting stabbed
6842,Violence/Homicide,A girl is shot
6843,Violence/Homicide,A girl shot someone
6844,Violence/Homicide,A girl shot him
6845,Violence/Homicide,A girl stabbed someone
6846,Violence/Homicide,A girl stabbed him
6847,Violence/Homicide,A girl got stabbed
6848,Violence/Homicide,A girl got shot
6849,Violence/Homicide,A girl bleeding a lot
6850,Violence/Homicide,A girl is bleeding
6851,Violence/Homicide,A girl blood
6852,Violence/Homicide,A girl bloody
6853,Violence/Homicide,A girl pulling out a gun
6854,Violence/Homicide,A girl has a knife
6855,Violence/Homicide,A girl shooting
6856,Violence/Homicide,A girl gun
6857,Violence/Homicide,A girl knife
6858,Violence/Homicide,A girl shooting
